sample_index,leaf_tokens,macro_tokens,compression_ratio,leaf_edges,macro_anchor_edges,macro_boundary_edges,bbox_volume,leaf_unique_types,macro_unique_types,leaf_edges_plus_x,leaf_edges_plus_y,leaf_edges_plus_z
337,2351,1554,0.6609953211399404,5630,2552,4812,9216,556,753,1802,1930,1898
338,1500,1221,0.814,3445,2471,3129,4480,655,754,1197,945,1303
339,7164,6100,0.8514796203238414,16468,12168,15387,23040,1746,2156,6011,4382,6075
340,3239,2143,0.661623958011732,7113,3546,5937,10240,976,1240,2823,1466,2824
341,1257,1045,0.8313444709626094,2947,2107,2732,7168,624,723,1019,1047,881
342,2126,1563,0.7351834430856068,4897,2808,4301,7680,760,960,1685,1475,1737
343,869,797,0.9171461449942463,1735,1489,1663,4992,479,501,597,558,580
344,1156,994,0.8598615916955017,2640,1936,2478,3584,609,708,855,995,790
345,1933,1738,0.8991205380237972,4073,3317,3878,10368,970,1107,1281,1491,1301
346,665,419,0.6300751879699248,1513,659,1263,1536,222,272,551,593,369
347,1862,1593,0.855531686358754,4599,3425,4330,5632,747,863,1588,1618,1393
348,1201,1066,0.88759367194005,2856,2299,2721,8960,684,760,982,991,883
349,2980,2388,0.8013422818791947,5956,3721,5364,25088,1069,1453,2015,1943,1998
350,4168,3338,0.8008637236084453,8256,5139,7426,26880,1265,1808,2729,2757,2770
351,3723,2938,0.7891485361267795,7545,4818,6754,18432,1178,1573,2400,2748,2397
352,299,214,0.7157190635451505,646,354,561,896,149,167,235,140,271
353,1928,1619,0.8397302904564315,4374,3163,4064,13440,936,1093,1502,1488,1384
354,1696,938,0.5530660377358491,3459,1333,2590,7680,450,557,1470,1344,645
355,2419,2076,0.8582058701942952,5025,3681,4681,19200,1162,1364,1717,1710,1598
356,8497,6228,0.7329645757326115,20710,11404,18411,24960,1400,2050,6551,6782,7377
357,4143,2638,0.6367366642529568,9768,4139,8206,13440,512,846,3633,2567,3568
358,6490,5387,0.8300462249614792,15388,10785,14276,17280,1661,2216,5363,4865,5160
359,513,426,0.8304093567251462,1138,811,1043,1792,335,364,285,458,395
360,2492,1746,0.7006420545746388,5712,2987,4954,7680,756,1018,2016,1592,2104
361,1555,1417,0.9112540192926045,3229,2721,3091,8192,728,825,1239,776,1214
362,2624,1379,0.5255335365853658,5536,1934,4167,14336,655,880,2238,1031,2267
363,867,684,0.7889273356401384,1823,1133,1639,2304,459,525,594,771,458
364,4237,1921,0.4533868303044607,8604,2168,6089,24960,489,821,3311,1861,3432
365,1880,1468,0.7808510638297872,4063,2614,3619,9856,861,1034,1284,1272,1507
366,1585,1382,0.8719242902208202,3413,2667,3209,13440,791,906,1345,732,1336
367,1973,1603,0.8124683223517486,4149,2761,3777,12288,912,1108,1399,1401,1349
368,1470,1076,0.7319727891156462,3059,1895,2628,12800,651,742,1142,788,1129
369,1669,1289,0.7723187537447573,3744,2398,3349,4608,645,781,1430,878,1436
370,2397,2011,0.8389653733833959,5575,4067,5188,12672,1062,1281,1971,1624,1980
371,1941,1293,0.6661514683153014,4043,2162,3375,24576,710,766,1636,765,1642
372,1899,1626,0.8562401263823065,4439,3330,4163,26880,854,1004,1468,1522,1449
373,2042,1646,0.8060724779627816,4081,2591,3685,13440,889,1127,1481,1433,1167
374,2445,2132,0.8719836400817996,4949,3772,4636,24960,1089,1291,1771,1452,1726
375,2985,2554,0.8556113902847571,6164,4559,5731,21504,1148,1399,2050,2046,2068
376,844,758,0.8981042654028436,1871,1513,1785,3840,501,542,599,696,576
377,2580,1272,0.4930232558139535,5262,1576,3814,17920,448,715,1985,1383,1894
378,719,628,0.8734353268428373,1503,1144,1411,5632,481,514,475,591,437
379,1050,890,0.8476190476190476,2325,1677,2165,3584,579,669,748,912,665
380,1066,817,0.7664165103189493,2444,1493,2187,4608,564,644,792,740,912
381,810,731,0.9024691358024691,1720,1401,1641,5120,541,568,585,609,526
382,1010,659,0.6524752475247525,2099,954,1748,3584,404,463,617,866,616
383,655,552,0.8427480916030534,1355,985,1252,3840,439,459,445,393,517
384,2689,2247,0.8356266269988843,5817,4036,5373,16896,1052,1350,1929,2054,1834
385,1190,897,0.753781512605042,2415,1381,2110,7168,572,665,776,880,759
386,2080,1646,0.7913461538461538,4800,3414,4302,4608,918,1037,1729,1265,1806
387,994,870,0.8752515090543259,2219,1686,2095,15360,614,677,766,763,690
388,983,860,0.8748728382502543,2003,1578,1880,9216,559,602,577,732,694
389,6234,3417,0.5481231953801733,12772,4206,9888,26880,444,858,3843,4529,4400
390,2070,1565,0.7560386473429952,4405,2755,3843,7168,862,1021,1685,1048,1672
391,1060,530,0.5,2344,654,1795,8960,245,327,823,687,834
392,1256,739,0.5883757961783439,2477,1000,1926,6144,443,517,835,638,1004
393,1956,1612,0.8241308793456033,4340,3078,3991,7680,801,951,1492,1327,1521
394,1166,868,0.7444253859348199,2346,1289,2048,5120,448,573,573,965,808
395,7715,6864,0.8896953985742061,18642,15078,17787,23040,1175,1536,6397,5996,6249
396,5309,3317,0.62478809568657,11720,5183,9483,14336,891,1314,4283,3965,3472
397,2866,2359,0.8230983949755757,6173,4333,5652,9600,770,967,1999,1781,2393
398,3702,2902,0.7839005942733658,8009,5173,7202,26880,1316,1705,2748,2411,2850
399,1957,1590,0.8124680633622893,4155,2833,3787,15488,871,1066,1338,1258,1559
400,1797,1528,0.8503060656649972,3959,2887,3690,9216,888,1035,1257,1448,1254
401,2313,1942,0.8396022481625595,4739,3352,4368,11264,1027,1239,1587,1710,1442
402,2942,2225,0.7562882392929979,6717,4149,5973,13824,1021,1342,2275,2248,2194
403,1506,1052,0.6985391766268261,3342,1771,2873,7680,633,769,1073,1054,1215
404,1096,989,0.9023722627737226,2581,2109,2474,7680,576,638,893,799,889
405,1794,1181,0.6583054626532887,3852,1999,3201,7168,655,839,1469,1090,1293
406,2852,1407,0.49333800841514724,5821,1852,4213,10752,594,788,2043,2117,1661
407,4185,3300,0.7885304659498208,8231,4934,7346,32768,1245,1840,2741,2749,2741
408,396,300,0.7575757575757576,898,523,799,1536,234,257,310,362,226
409,906,784,0.8653421633554084,2009,1502,1887,7168,574,617,680,723,606
410,2812,1984,0.705547652916074,5900,3124,5025,21504,1055,1338,1973,1879,2048
411,3094,2508,0.81060116354234,7437,4831,6851,11520,1048,1405,2577,2303,2557
412,598,521,0.8712374581939799,1263,972,1186,2560,433,451,397,501,365
413,4019,3248,0.8081612341378452,7936,4956,7165,30720,1227,1767,2698,2562,2676
414,3109,2271,0.7304599549694436,6752,3757,5869,18432,845,1157,2176,2393,2183
415,9177,7631,0.8315353601394792,21308,14898,19741,26880,1951,2611,7545,6235,7528
416,508,444,0.8740157480314961,1071,831,1007,17920,375,389,365,389,317
417,3789,3018,0.7965162311955661,7520,4581,6749,28800,1175,1664,2503,2466,2551
418,2397,1993,0.8314559866499791,4978,3629,4574,23040,1017,1185,1776,1441,1761
419,935,703,0.7518716577540107,1878,1140,1644,8064,507,590,604,645,629
420,1370,890,0.6496350364963503,3093,1446,2605,4608,479,624,1024,866,1203
421,2631,2192,0.8331432915241354,5297,3675,4858,12800,1103,1360,1745,1801,1751
422,1534,1305,0.8507170795306388,3227,2354,2998,8064,785,919,1067,1004,1156
423,7136,6520,0.9136771300448431,16650,14210,16032,23040,2000,2333,5637,5325,5688
424,5183,3542,0.6833879992282462,13296,6367,11617,11520,926,1402,4640,3982,4674
425,9477,7402,0.7810488551229292,20529,13021,18422,25088,1674,2306,6161,6671,7697
426,1463,1206,0.8243335611756665,3044,2090,2783,5760,682,826,1207,1125,712
427,1296,1111,0.8572530864197531,2769,2062,2584,14336,747,845,938,960,871
428,4347,3588,0.8253968253968254,8712,5913,7953,32768,1253,1790,2906,2903,2903
429,3693,3047,0.8250744652044408,8779,6050,8133,19200,1258,1649,2820,2949,3010
430,2495,1311,0.5254509018036072,5660,1968,4276,10240,581,803,1592,1914,2154
431,1179,940,0.7972858354537744,2542,1595,2303,10368,479,571,842,945,755
432,2493,1650,0.6618531889290012,5155,2669,4213,20480,850,1052,1833,1492,1830
433,4401,3777,0.858214042263122,9574,7141,8950,23040,1564,2002,3461,2670,3443
434,636,547,0.860062893081761,1211,882,1122,10240,440,458,389,455,367
435,1366,1022,0.7481698389458272,3190,1880,2830,4480,531,643,1067,950,1173
436,1319,1084,0.8218347232752085,2733,1892,2498,6144,720,842,852,1048,833
437,3945,3115,0.7896070975918885,8866,5781,8019,25088,1337,1765,3110,2953,2803
438,2285,1873,0.8196936542669584,4992,3389,4580,15360,970,1223,1732,1656,1604
439,1060,891,0.840566037735849,2152,1513,1983,4480,601,689,587,887,678
440,6331,4288,0.6773021639551414,15596,7695,13384,16896,1093,1668,4831,5475,5290
441,4407,3398,0.7710460630814613,8856,5548,7821,23296,1198,1604,2833,3282,2741
442,1580,1134,0.7177215189873418,3826,2096,3371,6656,514,685,1277,1178,1371
443,1146,616,0.537521815008726,2292,818,1743,3200,332,394,658,976,658
444,1922,1591,0.8277835587929241,3869,2642,3538,11264,868,1048,1313,1436,1120
445,987,541,0.5481256332320162,2277,819,1780,1920,320,401,734,888,655
446,720,632,0.8777777777777778,1581,1229,1493,4608,490,522,540,590,451
447,983,791,0.8046795523906409,2148,1381,1953,8320,476,560,788,554,806
448,3022,2720,0.900066181336863,6699,5497,6397,12544,1313,1524,2173,2349,2177
449,976,822,0.8422131147540983,1993,1437,1839,9984,576,639,712,653,628
450,2418,1637,0.6770057899090157,5147,2867,4293,26624,880,1054,1974,1255,1918
451,2794,2226,0.7967072297780959,5594,3460,5026,17920,1037,1415,1733,1988,1873
452,512,417,0.814453125,1145,757,1050,1792,316,350,307,456,382
453,4656,3372,0.7242268041237113,9388,5398,8084,26880,1231,1663,3194,3078,3116
454,2981,2268,0.7608185172760819,6524,3960,5784,16128,1167,1469,2137,2173,2214
455,989,863,0.8725985844287159,2213,1713,2087,16896,575,634,764,692,757
456,3036,1606,0.5289855072463768,6304,2148,4825,16384,569,861,2240,1818,2246
457,2433,1578,0.6485819975339088,5405,2551,4497,8320,601,814,1996,1314,2095
458,2159,1887,0.8740157480314961,4464,3422,4192,14080,1050,1224,1453,1557,1454
459,4564,3781,0.8284399649430324,9404,6369,8621,32768,1420,1974,3322,2824,3258
460,401,368,0.9177057356608479,638,548,605,5760,220,222,255,135,248
461,361,330,0.9141274238227147,742,624,711,4480,277,275,235,281,226
462,1967,1470,0.7473309608540926,3975,2323,3441,17920,719,907,1403,1253,1319
463,2317,2021,0.8722485973241261,5223,3997,4927,12672,992,1193,1783,1800,1640
464,1153,1029,0.8924544666088465,2520,2027,2396,3840,719,772,804,980,736
465,3616,3450,0.9540929203539823,8582,7800,8416,12800,1203,1329,2874,2807,2901
466,2733,2209,0.8082693011342846,5707,3648,5183,16896,1031,1350,1925,1856,1926
467,1844,1502,0.8145336225596529,3803,2517,3461,23296,817,1009,1209,1336,1258
468,3935,3003,0.763151207115629,9941,6172,8971,10752,1146,1453,3438,2952,3551
469,3042,1924,0.6324786324786325,6784,2978,5603,10752,755,1051,2198,2232,2354
470,2566,2032,0.7918939984411536,5302,3326,4764,13824,1056,1356,1945,1902,1455
471,6095,3434,0.5634126333059886,13871,4930,10861,15488,795,1171,3920,5237,4714
472,3190,2669,0.8366771159874609,6461,4516,5940,16128,1082,1396,2216,2518,1727
473,5550,4193,0.7554954954954956,12869,7830,11490,13440,1261,1737,4603,3654,4612
474,3177,2145,0.6751652502360718,7266,3941,6142,10368,930,1248,2524,2203,2539
475,985,850,0.8629441624365483,2139,1578,2004,2688,502,561,774,864,501
476,2578,1758,0.6819239720713731,5960,2852,5131,7040,600,842,2050,1730,2180
477,5768,3893,0.6749306518723994,11532,5154,9636,32768,277,571,3844,3844,3844
478,1953,1632,0.8356374807987711,3788,2679,3461,21120,858,994,1159,1304,1325
479,2055,1674,0.8145985401459854,4585,3114,4197,8192,887,1042,1576,1424,1585
480,1664,1215,0.7301682692307693,3877,2217,3427,3840,753,899,1126,1316,1435
481,5110,3389,0.6632093933463796,11037,5069,9244,14080,762,1266,4151,3154,3732
482,3299,2568,0.7784177023340406,6761,4316,6017,17280,1041,1381,2414,1986,2361
483,4054,2422,0.5974346324617662,9669,3907,7884,11648,726,1104,3484,2689,3496
484,2263,1941,0.8577110030932391,4783,3511,4460,10752,981,1193,1624,1855,1304
485,4023,3218,0.7999005717126523,7972,4926,7166,30720,1216,1749,2698,2573,2701
486,682,600,0.8797653958944281,1457,1144,1374,12288,451,472,499,490,468
487,1807,1250,0.6917542888765911,4100,2221,3538,7168,611,770,1324,1486,1290
488,1896,1568,0.8270042194092827,3830,2615,3502,12288,860,1050,1308,1294,1228
489,925,765,0.827027027027027,2037,1421,1877,5376,581,639,685,717,635
490,3677,2925,0.7954854500951863,7312,4541,6559,26880,1093,1488,2370,2513,2429
491,3020,2625,0.8692052980132451,6551,4999,6156,19200,1222,1509,2202,2086,2263
492,1268,1121,0.8840694006309149,3110,2478,2963,6272,740,800,936,1064,1110
493,1597,1326,0.8303068252974327,3306,2264,3034,8064,805,940,1090,1229,987
494,3404,2523,0.7411868390129259,6765,3740,5876,25088,1054,1412,2216,2306,2243
495,1863,1488,0.7987117552334944,3876,2461,3495,12800,880,1068,1277,1264,1335
496,896,783,0.8738839285714286,1873,1440,1760,4992,564,617,611,712,550
497,2812,2493,0.8865576102418208,5856,4657,5530,23040,1233,1424,1996,1817,2043
498,1341,1160,0.8650260999254288,3168,2419,2986,9600,752,837,1015,1071,1082
499,843,708,0.8398576512455516,1842,1288,1707,8960,505,558,655,538,649
500,407,303,0.7444717444717445,857,489,753,1536,206,234,208,305,344
501,412,342,0.8300970873786407,849,587,779,1920,292,313,269,348,232
502,444,399,0.8986486486486487,885,718,840,3584,335,345,284,352,249
503,1256,919,0.731687898089172,2545,1389,2207,3200,545,658,746,1056,743
504,1143,968,0.8468941382327209,2560,1979,2385,3328,534,572,990,610,960
505,2318,1917,0.8270060396893874,5173,3531,4772,11648,994,1235,1880,1840,1453
506,2357,1534,0.6508273228680526,5041,2338,4208,12800,733,997,1707,1406,1928
507,3365,2774,0.8243684992570579,6804,4552,6212,18432,1198,1587,2114,2534,2156
508,4273,3382,0.7914813948045869,9487,6081,8581,28800,1124,1497,3236,3030,3221
509,4885,3071,0.6286591606960081,12021,4882,10175,11520,456,831,3948,3768,4305
510,2167,1720,0.7937240424550069,4269,2650,3821,21504,884,1143,1397,1408,1464
511,610,432,0.7081967213114754,1154,608,972,6144,268,305,391,415,348
512,3941,2317,0.5879218472468917,9295,3784,7474,10752,824,1037,3559,2283,3453
513,2059,1679,0.815444390480816,4283,2844,3900,26880,919,1111,1248,1452,1583
514,1750,1524,0.8708571428571429,3606,2756,3378,12800,940,1065,1250,1082,1274
515,1789,1520,0.8496366685299049,3868,2859,3599,7168,919,1069,1290,1172,1406
516,2983,1715,0.5749245725779417,6352,2434,4999,11520,728,1062,2282,1743,2327
517,379,301,0.7941952506596306,794,505,716,2304,236,255,208,261,325
518,9475,7860,0.8295514511873351,21486,15216,19859,32768,1854,2489,7588,6281,7617
519,714,624,0.8739495798319328,1604,1234,1513,3072,472,496,518,620,466
520,1489,1201,0.80658159838818,2908,1852,2620,9856,689,843,867,1128,913
521,2332,1891,0.8108919382504288,4813,3169,4372,11648,986,1266,1557,1776,1480
522,1428,1090,0.7633053221288515,3287,2000,2948,4992,517,645,1233,1167,887
523,1640,850,0.5182926829268293,3325,1315,2419,28672,524,596,1427,463,1435
524,2177,1297,0.5957740009186955,4673,2191,3754,5376,695,824,1519,1723,1431
525,1429,984,0.688593421973408,3431,1807,2978,6912,406,546,1318,844,1269
526,4161,3564,0.8565248738284066,10018,7543,9418,9856,1435,1759,3216,3290,3512
527,1600,1406,0.87875,3659,2814,3464,12544,819,948,1249,1248,1162
528,3386,2324,0.6863555818074424,6979,3573,5898,16896,935,1244,2223,2367,2389
529,3739,1663,0.4447713292324151,8134,2101,5732,14976,480,755,3120,2211,2803
530,1391,1214,0.8727534148094895,2724,2068,2547,15360,647,745,1078,587,1059
531,662,530,0.8006042296072508,1343,897,1209,5120,402,435,463,408,472
532,3070,2423,0.7892508143322475,6121,4072,5474,14976,1000,1239,2022,2155,1944
533,388,311,0.8015463917525774,858,572,781,2688,260,269,294,328,236
534,1985,1771,0.892191435768262,4633,3717,4418,8448,912,1045,1595,1407,1631
535,3256,2037,0.6256142506142506,7832,3401,6518,5760,759,1087,2693,2640,2499
536,2245,1833,0.8164810690423162,5409,3708,4996,4608,953,1188,1939,1596,1874
537,890,556,0.6247191011235955,1832,978,1467,7680,403,436,747,368,717
538,3397,1663,0.48954960259052105,6905,1915,4919,16128,449,742,2272,2070,2563
539,1534,1412,0.9204693611473272,3590,3075,3468,7680,865,939,1107,1211,1272
540,1744,1457,0.8354357798165137,3537,2508,3247,6400,893,1049,1286,1328,923
541,1291,1048,0.8117738187451587,2680,1847,2430,8320,669,777,891,966,823
542,2763,2105,0.7618530582699964,5697,3343,5035,19200,1027,1395,1973,1791,1933
543,1331,612,0.4598046581517656,2637,774,1860,16384,287,355,1189,272,1176
544,1539,1254,0.8148148148148148,3114,2071,2822,7168,836,948,1056,1021,1037
545,1442,1250,0.8668515950069348,2927,2224,2733,24960,780,875,1103,762,1062
546,905,755,0.8342541436464088,1941,1361,1790,3840,540,609,620,754,567
547,2726,1473,0.5403521643433602,6237,2044,4862,5120,488,737,2454,1405,2378
548,2288,1885,0.8238636363636364,4665,3139,4260,19200,995,1217,1592,1585,1488
549,1669,1364,0.81725584182145,3569,2400,3264,10240,830,1008,1149,1204,1216
550,4488,3282,0.7312834224598931,11062,6359,9761,14336,1252,1584,3797,3475,3790
551,993,804,0.8096676737160121,2191,1533,1994,3072,460,544,815,545,831
552,3784,2984,0.7885835095137421,8714,5613,7904,20480,1138,1371,3141,2432,3141
553,5647,3308,0.5857977687267576,11240,4018,8823,32768,522,973,3747,3746,3747
554,2025,1691,0.8350617283950618,4251,2968,3911,10368,947,1131,1335,1564,1352
555,1022,891,0.8718199608610567,2223,1707,2092,8320,626,686,747,796,680
556,1674,1237,0.7389486260454002,3380,1991,2933,12288,762,885,1263,863,1254
557,7882,4980,0.6318193351941132,16530,7582,13433,26624,1152,1732,5675,4949,5906
558,759,622,0.8194993412384717,1615,1109,1477,6400,481,522,563,541,511
559,1667,1345,0.8068386322735452,3888,2627,3564,3840,805,968,1316,1168,1404
560,3508,2212,0.6305587229190421,8082,3555,6755,18304,811,1199,2952,2203,2927
561,280,200,0.7142857142857143,589,308,509,1280,166,178,244,198,147
562,1075,582,0.5413953488372093,2269,912,1679,6400,324,376,904,402,963
563,2310,1664,0.7203463203463204,5118,2782,4457,12288,684,936,1933,1231,1954
564,1899,1512,0.7962085308056872,4112,2681,3723,5376,885,1073,1417,1179,1516
565,3294,1723,0.5230722525804493,6898,2176,5212,15360,503,833,2163,2582,2153
566,813,685,0.8425584255842559,1804,1268,1676,7680,493,548,627,642,535
567,3938,2658,0.6749619095987811,8967,4395,7615,22528,969,1256,3292,2331,3344
568,4630,2866,0.6190064794816414,10066,4195,8214,24960,849,1373,3737,2789,3540
569,2318,1910,0.8239861949956859,4626,3147,4216,26624,953,1200,1636,1369,1621
570,1058,900,0.8506616257088847,2304,1715,2146,8448,570,655,702,660,942
571,975,686,0.7035897435897436,1855,1091,1509,8320,484,530,743,361,751
572,3885,3254,0.8375804375804375,7911,5523,7280,23040,1399,1846,2552,2632,2727
573,716,551,0.7695530726256983,1472,840,1307,4608,435,462,544,464,464
574,3518,2396,0.6810687890847072,7332,3613,6167,24960,958,1328,2677,2271,2384
575,2310,1673,0.7242424242424242,5568,3051,4906,7680,779,1053,2064,1521,1983
576,1978,1544,0.7805864509605662,4634,2961,4183,5120,799,1009,1598,1323,1713
577,2721,2052,0.7541345093715546,6207,3714,5502,15488,732,926,2017,2173,2017
578,4873,3163,0.6490868048430125,11070,4978,9255,18432,757,1215,3559,3426,4085
579,3092,2740,0.8861578266494179,6656,5256,6304,16896,1206,1464,2211,2278,2167
580,676,577,0.8535502958579881,1271,929,1172,10240,439,465,439,378,454
581,966,420,0.43478260869565216,1930,491,1320,2048,217,293,534,530,866
582,2305,1696,0.7357917570498915,4739,2661,4130,10368,778,997,1739,1739,1261
583,972,829,0.852880658436214,2194,1619,2051,14976,555,626,760,694,740
584,5244,3106,0.5922959572845157,12962,4983,10762,18432,831,1282,4453,4058,4451
585,1529,998,0.6527141922825376,3251,1509,2717,9856,461,617,1342,739,1170
586,1574,1206,0.7662007623888183,3480,2156,3109,11520,752,886,1107,1230,1143
587,2030,1682,0.8285714285714286,4394,3062,4041,12288,756,929,1316,1404,1674
588,1493,1208,0.8091091761553918,3317,2249,3019,4608,775,918,1050,1202,1065
589,1090,945,0.8669724770642202,2065,1534,1920,11520,605,677,637,823,605
590,2873,2338,0.813783501566307,6214,4202,5678,18432,1087,1413,2262,1791,2161
591,1251,844,0.6746602717825739,2733,1362,2312,3072,440,581,1026,745,962
592,1431,760,0.5310971348707197,3271,1289,2471,6656,394,519,1282,709,1280
593,976,864,0.8852459016393442,2178,1724,2066,4480,570,635,703,830,645
594,730,625,0.8561643835616438,1492,1098,1387,3840,489,515,466,590,436
595,3945,3490,0.8846641318124208,9044,7144,8589,15360,1536,1893,3075,3080,2889
